0.000000000000000000e+00,-3.772592900202931254e-03,1.623132540753441269e-04
2.043200051411986351e-02,-3.599018121657970859e-03,1.623132540753441269e-04
4.086500033736228943e-02,-4.562325783725507122e-03,1.623132540753441269e-04
6.129700038582086563e-02,1.508324778344549699e-02,1.623132540753441269e-04
8.172900043427944183e-02,1.624905231377904435e-02,1.623132540753441269e-04
1.021620007231831551e-01,4.428166107055098166e-03,1.623132540753441269e-04
1.225940003059804440e-01,-1.423665038649213344e-03,1.623132540753441269e-04
1.430260003544390202e-01,-3.438625620308388697e-03,1.623132540753441269e-04
1.634590001776814461e-01,-3.615625366526042939e-03,1.623132540753441269e-04
1.838910006918013096e-01,-3.925478997599540776e-03,1.623132540753441269e-04
2.043240005150437355e-01,-2.785742119332801359e-03,1.623132540753441269e-04
2.247560005635023117e-01,-1.870762446934293166e-03,1.623132540753441269e-04
2.451880001462996006e-01,2.333220472194863504e-04,1.623132540753441269e-04
2.656210004352033138e-01,1.114833580245555567e-03,1.623132540753441269e-04
2.860530004836618900e-01,4.291437762762306818e-03,1.623132540753441269e-04
3.064850005321204662e-01,5.224830596648688541e-03,1.623132540753441269e-04
3.269180003553628922e-01,5.785004600946219711e-03,1.623132540753441269e-04
3.473500004038214684e-01,6.608780966711469418e-03,1.623132540753441269e-04
3.677820004522800446e-01,1.613435040782640328e-02,1.623132540753441269e-04
3.882150002755224705e-01,9.319809255954325522e-03,1.623132540753441269e-04
4.086470003239810467e-01,8.843650509820832895e-03,1.623132540753441269e-04
4.290790003724396229e-01,7.472261743173058690e-03,1.623132540753441269e-04
4.495120006613433361e-01,5.411747086881302238e-03,1.623132540753441269e-04
4.699440002441406250e-01,3.632181503608444828e-03,1.623132540753441269e-04
4.903760002925992012e-01,2.851860150317353515e-03,1.623132540753441269e-04
5.108090001158416271e-01,2.341370296527367501e-03,1.623132540753441269e-04
5.312410006299614906e-01,1.851160574073418275e-05,1.623132540753441269e-04
5.516730006784200668e-01,-1.948433237865199175e-03,1.623132540753441269e-04
5.721060005016624928e-01,-2.204563042782270443e-03,1.623132540753441269e-04
5.925380005501210690e-01,-2.799818303188983393e-03,1.623132540753441269e-04
6.129710003733634949e-01,-2.807687528821767309e-03,1.623132540753441269e-04
6.334030004218220711e-01,-2.370018395228767893e-03,1.623132540753441269e-04
6.538350004702806473e-01,-1.500751696655200362e-03,1.623132540753441269e-04
7.151320003904402256e-01,4.451127854206538004e-03,1.623132540753441269e-04
7.355650002136826515e-01,-2.937722901649175711e-04,1.623132540753441269e-04
7.559970002621412277e-01,-2.812102677143712981e-03,1.623132540753441269e-04
7.764290003105998039e-01,-4.011357650475999570e-03,1.623132540753441269e-04
7.968620005995035172e-01,-5.248154891774547970e-03,1.623132540753441269e-04
8.172940006479620934e-01,-5.304012778022948460e-03,1.623132540753441269e-04
8.377260002307593822e-01,-5.141615168064550545e-03,1.623132540753441269e-04
8.581590000540018082e-01,-4.530897571654701750e-03,1.623132540753441269e-04
8.785910005681216717e-01,-4.505822721025287692e-03,1.623132540753441269e-04
8.990230006165802479e-01,-4.103956807624653536e-03,1.623132540753441269e-04
9.194560004398226738e-01,-2.972370792800216321e-03,1.623132540753441269e-04
9.398880004882812500e-01,-1.249464923646192993e-03,1.623132540753441269e-04
9.603200000710785389e-01,-3.855102617463801451e-04,1.623132540753441269e-04
9.807530003599822521e-01,1.715174484368198193e-03,1.623132540753441269e-04
1.001185000408440828e+00,3.430896955619378019e-03,1.623132540753441269e-04
1.021617000456899405e+00,5.818405784274949255e-03,1.623132540753441269e-04
1.042050000280141830e+00,6.269523435139312539e-03,1.623132540753441269e-04
1.062482000794261694e+00,7.026432689644313001e-03,1.623132540753441269e-04
1.082914000377058983e+00,7.137477298228001032e-03,1.623132540753441269e-04
1.103347000200301409e+00,8.010724116135792272e-03,1.623132540753441269e-04
1.123779000248759985e+00,7.458952895487369616e-03,1.623132540753441269e-04
1.144211000297218561e+00,6.630639512341884867e-03,1.623132540753441269e-04
1.164644000586122274e+00,6.026758684361421814e-03,1.623132540753441269e-04
1.185076000634580851e+00,5.375479166119578878e-03,1.623132540753441269e-04
